institution,level,department,course_name,course_code,credit,division
University of Wisconsin-Extension,College,History,American history 1865-present-origin and growth,102,"4S, AC",L
University of Wisconsin-Extension,College,History,Ancient history: Roman republic and empire,112,3S,L
University of Wisconsin-Extension,College,History,Ancient history: the ancient Near East and Greece,111,3S,L
University of Wisconsin-Extension,College,History,"British history, 1688 to present",124,3S,L
University of Wisconsin-Extension,College,History,"English history, England to 1688",123,3S,L
University of Wisconsin-Extension,College,History,History of Soviet Russia to 1988,419,3S,U
University of Wisconsin-Extension,College,History,History of Wisconsin,390,3S,L
University of Wisconsin-Extension,College,History,Independent reading,199,IS,L
University of Wisconsin-Extension,College,History,Independent reading,699,IS,U
University of Wisconsin-Extension,College,Italian,First-semester Italian,103,"4S, AC",L
University of Wisconsin-Extension,College,Italian,Second-semester Italian,104,"4S, AC",L
University of Wisconsin-Extension,College,Journalism and Mass Communications,News writing,203,3S,L
University of Wisconsin-Extension,College,Journalism and Mass Communications,Public relations,225,3S,L
University of Wisconsin-Extension,College,Journalism and Mass Communications,Writing feature articles,305,3S,L
University of Wisconsin-Extension,College,Latin,Advanced Latin composition,506,2S,U
University of Wisconsin-Extension,College,Latin,Cicero's Orations,203,4S,L
University of Wisconsin-Extension,College,Latin,Elementary Latin,103,"4S, AC",L
University of Wisconsin-Extension,College,Latin,Elementary Latin,104,"4S, AC",L
University of Wisconsin-Extension,College,Latin,General survey,301,3S,L
University of Wisconsin-Extension,College,Latin,General survey,302,3S,L
University of Wisconsin-Extension,College,Latin,Horace-Satires and Epistles,512,3S,U
University of Wisconsin-Extension,College,Latin,Intermediate Latin composition,505,2S,L
University of Wisconsin-Extension,College,Latin,Vergil,204,4S,L
University of Wisconsin-Extension,College,Linguistics,Introduction to linguistics,320,"3S, AC",L
University of Wisconsin-Extension,College,Literature in Translation,Colette: literature in translation,232,IS,L
University of Wisconsin-Extension,College,Literature in Translation,Diderot: literature in translation,245,IS,L
University of Wisconsin-Extension,College,Literature in Translation,Flaubert: literature in translation,246,IS,L
University of Wisconsin-Extension,College,Literature in Translation,Sartre: literature in translation,248,IS,L
University of Wisconsin-Extension,College,Literature in Translation,Simone de Beauvoir: literature in translation,231,IS,L
University of Wisconsin-Extension,College,Mathematics,Advanced calculus,I 521,3S,U
University of Wisconsin-Extension,College,Mathematics,Advanced calculus,II 522,3S,U
University of Wisconsin-Extension,College,Mathematics,Algebra and trigonometry,114,"5S, AC",L
University of Wisconsin-Extension,College,Brief introduction to differential equations,Calculus and analytic geometry,I 221,5S,L
University of Wisconsin-Extension,College,Brief introduction to differential equations,CoUege algebra,112,"3S, AC",L
University of Wisconsin-Extension,College,Brief introduction to differential equations,Complex analysis,623,3S,U
University of Wisconsin-Extension,College,Brief introduction to differential equations,Intermediate algebra,101,4S,L
University of Wisconsin-Extension,College,Brief introduction to differential equations,Trigonometry,113,2S,L
University of Wisconsin-Extension,College,Meteorology,Weather and climate,100,2S,L
University of Wisconsin-Extension,College,Norwegian,Beginning Norwegian,I 101,"4S, AC",L
University of Wisconsin-Extension,College,Norwegian,Beginning Norwegian,II 102,"4S, AC",L
University of Wisconsin-Extension,College,Nutrition,Nutrition today,132,"3S, AC",L
University of Wisconsin-Extension,College,Philosophy,Elementary logic,211,4S,L
University of Wisconsin-Extension,College,Philosophy,Ethics in business,243,"4S, AC",L
University of Wisconsin-Extension,College,Philosophy,Introduction to ethics,241,4S,L
University of Wisconsin-Extension,College,Philosophy,Introduction to philosophy,101,4S,L
University of Wisconsin-Extension,College,Physics,General physics,I 103,3S,L
University of Wisconsin-Extension,College,Physics,General physics,II 104,3S,L
University of Wisconsin-Extension,College,Political Science,American national government,101,3S,L
University of Wisconsin-Extension,College,Political Science,Dilemmas of war and peace,190,"3S, AC",L
University of Wisconsin-Extension,College,Political Science,Public personnel administration,470,3S,U
University of Wisconsin-Extension,College,Portuguese,First-semester Portuguese,101,"4S, AC",L
University of Wisconsin-Extension,College,Portuguese,Second-semester Portuguese,102,"4S, AC",L
University of Wisconsin-Extension,College,Psychology,Abnormal psychology,461,3S,L
University of Wisconsin-Extension,College,Psychology,Child psychology,560,3S,U
University of Wisconsin-Extension,College,Psychology,Introduction to psychology,202,3S,L
University of Wisconsin-Extension,College,Russian,First-semester Russian,101,"4S, AC",L
University of Wisconsin-Extension,College,Russian,Fourth-semester Russian,204,4S,L
University of Wisconsin-Extension,College,Russian,Second-semester Russian,102,4S,L
University of Wisconsin-Extension,College,Russian,Third-semester Russian,203,4S,L
University of Wisconsin-Extension,College,Safety,Industrial safety,555,3S,U
University of Wisconsin-Extension,College,Social Work,Child welfare services,462,3S,U
University of Wisconsin-Extension,College,Sociology,Marriage and the family,120,"3S, AC",L
University of Wisconsin-Extension,College,Sociology,Racial and cultural minorities,225,3S,L
University of Wisconsin-Extension,College,Sociology,Social problems,220,3S,L
University of Wisconsin-Extension,College,Sociology,Sociological foundations,200,"3S, AC",L
University of Wisconsin-Extension,College,Spanish,First-semester Spanish,101,"4S, AC",L
University of Wisconsin-Extension,College,Spanish,Fourth-semester Spanish,204,4S,L
University of Wisconsin-Extension,College,Spanish,Intermediate composition,226,3S,L
University of Wisconsin-Extension,College,Spanish,Miguel de Unamuno,407,IS,U
University of Wisconsin-Extension,College,Spanish,"Survey of Spanish literature, 19th and 20th centuries",222,3S,L
University of Wisconsin-Extension,College,Spanish,"Survey of Spanish literature, 12th-18th centuries",221,3S,L
University of Wisconsin-Extension,College,Spanish,Third-semester Spanish,203,4S,L
University of Wisconsin-Extension,College,Statistics,Principles of statistics,201,"3S, AC",L
University of Wisconsin-Extension,College,Swedish,First-semester Swedish,111,"4S, AC",L
University of Wisconsin-Extension,College,Swedish,Second-semester Swedish,112,"4S, AC",L
University of Wisconsin-Extension,College,"Social institutions, social change, and the",lives of women,102,3S,L
University of Wisconsin-Extension,College,Women and their bodies in health and,disease,103,3S,L
University of Wisconsin-Extension,College,"Women, social institutions, and social",change,102,3S,L
University of Wisconsin-Extension,Noncredit,Art,Self-directed painting or drawing,A30,NC,
University of Wisconsin-Extension,Noncredit,Art History,Business law,A306,NC,
University of Wisconsin-Extension,Noncredit,Art History,C.P.M. review,M21,NC,
University of Wisconsin-Extension,Noncredit,Art History,Compensation management,A310,"NC, VI",
University of Wisconsin-Extension,Noncredit,Consumer education and personal finance,A344 (NO Cost accounting I,A323,NC,
University of Wisconsin-Extension,Noncredit,Deciding whether to start your own,business Ml 6 (NC) Dust control services,M24,NC,
University of Wisconsin-Extension,Noncredit,Deciding whether to start your own,Elementary accounting I,A201,NC,
University of Wisconsin-Extension,Noncredit,Deciding whether to start your own,Elementary accounting II,A202,NC,
University of Wisconsin-Extension,Noncredit,Deciding whether to start your own,Gender issues in management,A334,NC,
University of Wisconsin-Extension,Noncredit,Deciding whether to start your own,Governmental accounting,A373,NC,
University of Wisconsin-Extension,Noncredit,Deciding whether to start your own,Intermediate accounting I,A301,NC,
University of Wisconsin-Extension,Noncredit,Deciding whether to start your own,Intermediate accounting II,A302,NC,
University of Wisconsin-Extension,Noncredit,Deciding whether to start your own,International business,A494,NC,
