naics_code,description_en,description_fr,year
711513,Independent writers and authors,Écrivains et auteurs indépendants,2024
712111,Non-commercial art museums and galleries,Musées d'art publics,2024
712115,History and science museums,Musées d'histoire et de sciences,2024
712119,Other museums,Autres musées,2024
712120,Historic and heritage sites,Lieux historiques et d'intérêt patrimonial,2024
712130,Zoos and botanical gardens,Jardins zoologiques et botaniques,2024
712190,Nature parks and other similar institutions,Parcs naturels et autres institutions similaires,2024
713110,Amusement and theme parks,Parcs d'attractions et jardins thématiques,2024
713120,Amusement arcades,Salles de jeux électroniques,2024
713210,Casinos (except casino hotels),Casinos (sauf hôtels-casinos),2024
713291,Lotteries,Loteries,2024
713299,All other gambling industries,Tous les autres jeux de hasard et loteries,2024
713910,Golf courses and country clubs,Terrains de golf et country clubs,2024
713920,Skiing facilities,Centres de ski,2024
713930,Marinas,Marinas,2024
713940,Fitness and recreational sports centres,Centres de sports récréatifs et de conditionnement physique,2024
713950,Bowling centres,Salles de quilles,2024
713991,"Sports clubs, teams and leagues performing before a non-paying audience","Équipes, ligues et clubs sportifs jouant devant un public non payant",2024
713992,Other sport facilities,Autres installations sportives,2024
713999,All other amusement and recreation industries,Toutes les autres industries du divertissement et du loisir,2024
721111,Hotels,Hôtels,2024
721112,Motor hotels,Auberges routières,2024
721113,Resorts,Centres de villégiature,2024
721114,Motels,Motels,2024
721120,Casino hotels,Hôtels-casinos,2024
721191,Bed and breakfast,Gîtes touristiques,2024
721192,Housekeeping cottages and cabins,Chalets et cabines sans service,2024
721198,All other traveller accommodation,Tous les autres services d'hébergement des voyageurs,2024
721211,Recreational vehicle (RV) parks and campgrounds,Parcs pour véhicules récréatifs (VR) et campings,2024
721212,Hunting and fishing camps,Camps de chasse et de pêche,2024
721213,Recreational (except hunting and fishing) and vacation camps,Camps récréatifs et de vacances (sauf de chasse et de pêche),2024
721310,Rooming and boarding houses,Maisons de chambres et pensions de famille,2024
722310,Food service contractors,Services de restauration contractuels,2024
722320,Caterers,Traiteurs,2024
722330,Mobile food services,Cantines et comptoirs mobiles,2024
722410,Drinking places (alcoholic beverages),Débits de boissons alcoolisées,2024
722511,Full-service restaurants,Restaurants à service complet,2024
722512,Limited-service eating places,Établissements de restauration à service restreint,2024
811111,General automotive repair,Réparations générales de véhicules automobiles,2024
811113,Specialized automotive repair,Réparation spécialisée d'automobile,2024
811121,"Automotive body, paint and interior repair and maintenance","Réparation et entretien de la carrosserie, de la peinture et de l'intérieur de véhicules automobiles",2024
811122,Automotive glass replacement shops,Ateliers de remplacement de vitres de véhicules automobiles,2024
811192,Car washes,Lave-autos,2024
811199,All other automotive repair and maintenance,Tous les autres services de réparation et d'entretien de véhicules automobiles,2024
811210,Electronic and precision equipment repair and maintenance,Réparation et entretien de matériel électronique et de matériel de précision,2024
811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,Réparation et entretien de machines et de matériel d'usage commercial et industriel (sauf les véhicules automobiles et le matériel électronique),2024
811411,Home and garden equipment repair and maintenance,Réparation et entretien de matériel de maison et de jardin,2024
811412,Appliance repair and maintenance,Réparation et entretien d'appareils ménagers,2024
811420,Reupholstery and furniture repair,Rembourrage et réparation de meubles,2024
811430,Footwear and leather goods repair,Réparation de chaussures et de maroquinerie,2024
811490,Other personal and household goods repair and maintenance,Autres services de réparation et d'entretien d'articles personnels et ménagers,2024
812114,Barber shops,Salons de coiffure pour hommes,2024
812115,Beauty salons,Salons de beauté,2024
812116,Unisex hair salons,Salons de coiffure unisexes,2024
812190,Other personal care services,Autres services de soins personnels,2024
812210,Funeral homes,Salons funéraires,2024
812220,Cemeteries and crematoria,Cimetières et crématoriums,2024
812310,Coin-operated laundries and dry cleaners,Blanchisseries et nettoyeurs à sec libre-service,2024
812320,Dry cleaning and laundry services (except coin-operated),Services de nettoyage à sec et de blanchissage (sauf le libre-service),2024
812330,Linen and uniform supply,Fourniture de linge et d'uniformes,2024
812910,Pet care (except veterinary) services,Soins pour animaux de maison (sauf vétérinaires),2024
812921,Photo finishing laboratories (except one-hour),Laboratoires de développement et de tirage de photos (sauf le service en une heure),2024
812922,One-hour photo finishing,Développement et tirage de photos en une heure,2024
812930,Parking lots and garages,Stationnements et garages,2024
812990,All other personal services,Tous les autres services personnels,2024
813110,Religious organizations,Organismes religieux,2024
813210,Grant-making and giving services,Fondations et organismes de charité,2024
813310,Social advocacy organizations,Organismes d'action sociale,2024
813410,Civic and social organizations,Organisations civiques et sociales,2024
813910,Business associations,Associations de gens d'affaires,2024
813920,Professional organizations,Organisations professionnelles,2024
813930,Labour organizations,Organisations syndicales,2024
813940,Political organizations,Organisations politiques,2024
813990,Other membership organizations,Autres associations,2024
814110,Private households,Ménages privés,2024
911110,Defence services,Services de défense,2024
911210,Federal courts of law,Tribunaux fédéraux,2024
911220,Federal correctional services,Services correctionnels fédéraux,2024
911230,Federal police services,Services de police fédéraux,2024
911240,Federal regulatory services,Services de réglementation fédéraux,2024
911290,Other federal protective services,Autres services de protection fédéraux,2024
911310,Federal labour and employment services,Services fédéraux relatifs à la main-d'oeuvre et à l'emploi,2024
911320,Immigration services,Services d'immigration,2024
911390,"Other federal labour, employment and immigration services","Autres services fédéraux relatifs à la main-d'oeuvre, à l'emploi et à l'immigration",2024
